Data,Count
2022年5月,1
2022年5月,92
2022年8月,9
2023年8月,55
2022年10月,7
2023年11月,79
2022年7月,6
2023年5月,98
2023年10月,174
2022年6月,8
2023年6月,202
2024年3月,387
2024年4月,878
2023年1月,100
2022年12月,120
2022年9月,5
2022年11月,1
2023年9月,63
2023年3月,98
2023年7月,104
2023年4月,34
2023年2月,85
2023年12月,158
2024年1月,332
2024年2月,129
