Data,Count
2023年6月,1
2023年6月,839
2023年7月,116
2023年8月,38
2023年9月,1
2024年3月,32
2023年10月,1
2023年12月,53
2023年11月,96
2024年1月,103
2024年4月,41
2024年2月,13
