Data,Count
2024年1月,1
2024年1月,374
2024年3月,134
2024年2月,95
2024年4月,34
2021年1月,285
2021年2月,86
2022年10月,1
2021年4月,47
2021年3月,96
2021年6月,2
2021年11月,2
2022年6月,2
2021年12月,4
2022年2月,4
2021年5月,5
2021年7月,2
2022年5月,1
2021年8月,1
2022年7月,2
2023年6月,55
2023年7月,4
2023年8月,5
2023年4月,1
2023年9月,2
2023年10月,1
2023年12月,4
2023年5月,1
