Data,Count
2020年4月,1
2020年4月,8
2020年3月,15336
2021年3月,214
2021年2月,1609
2020年5月,10146
2020年6月,215
2024年3月,440
2024年2月,45
2022年5月,3703
2022年4月,2415
2023年3月,497
2023年2月,10082
