Data,Count
广东,476
山东,238
江苏,237
浙江,205
河南,187
四川,159
安徽,125
湖北,124
河北,120
福建,115
广西,112
湖南,107
北京,107
辽宁,88
陕西,84
上海,82
江西,72
云南,69
贵州,68
新疆,57
重庆,52
吉林,51
山西,49
黑龙江,48
天津,36
内蒙古,31
甘肃,29
海南,27
IP未知,18
宁夏,11
韩国,8
澳大利亚,7
青海,4
美国,4
中国台湾,3
西藏,3
越南,2
英国,2
新加坡,2
日本,1
乍得,1
未知,1
冈比亚,1
冰岛,1
荷兰,1
